glycan_entity	glycan_entity_change	glycoprotein_entity_name	glycoprotein_gene_name	glycoprotein_mapped	glycoenzyme_entity_name	glycoenzyme_gene_name	glycoenzyme_mapped	biomarker_role	disease_name	disease_mapped	medical_intervention	organism	specimen_type	specimen_mapped	pmid	sentence_in_abstract
Tn antigen	increased level	macrophage galactose lectin		Lectins, C-Type				diagnostic|prognostic	cancer	Neoplasms		Humans	tumor-bearing mice	Mice	34927439	Our results demonstrate the ability of MGL to target Tn-positive human tumors without inducing toxicity.
high-branched N-glycans	increased level	β-1,4-Galactosyltransferase-V		β-1,4-Galactosyltransferase-V	N-Acetyllactosamine Synthase		N-Acetyllactosamine Synthase	diagnostic|prognostic	Colorectal cancer	Colorectal Neoplasms	diagnosis/prognosis	Humans	human serum	Humans	35255430	Thus, their detection has been suggested as a diagnosis/prognosis CRC biomarker.
ABO blood group glycan antigens	increased level	Antibodies		Antibodies|Antibodies, Anti-Idiotypic				diagnostic	ovarian cancer	Ovarian Neoplasms		Humans	patients	Female	21948103	As there are no direct approaches for comparison and evaluation of multi-glycan assays we compared three glycan-based immunoassays, namely printed glycan array (PGA), fluorescent microsphere-based suspension array (SA) and ELISA for their efficacy and selectivity in profiling anti-glycan antibodies in a cohort of 48 patients with and without ovarian cancer.
P(1)	increased level	Antibodies		Antibodies|Antibodies, Anti-Idiotypic				diagnostic	ovarian cancer	Ovarian Neoplasms		Humans	patients	Female	21948103	As another ligand we selected P(1), a member of the P blood group system recently identified by PGA as a potential ovarian cancer biomarker.
N276_gp120 glycan	unaltered level	HIV-1 Env		CD4 Antigens				diagnostic|response	HIV-1	HIV-1	vaccination	Mice|Rabbits|Macaca mulatta	transgenic mice|wild-type animals	Animals|Animals, Wild|Macaca mulatta	36763635	As an initial test of this idea, we developed IOMA germline-targeting Env immunogens and evaluated a sequential immunization regimen in transgenic mice expressing germline-reverted IOMA.
SSEA-4	increased level	Antibodies		Stage-Specific Embryonic Antigens	B3GALT5|ST3GAL2			diagnostic|response	pancreatic cancer	Pancreatic Neoplasms	homogeneous antibodies|CAR-T cells	Humans|Mice	Cell Line, Tumor	Cell Line, Tumor	34876527	Here we show that SSEA-4 is more expressed in all pancreatic cancer cell lines examined but not detectable in normal pancreatic cells; and high expression of SSEA-4 or the key enzymes B3GALT5 + ST3GAL2 associated with SSEA-4 biosynthesis significantly lowers the overall survival rate.
glycan276	unaltered level	HIV-envelope trimer	env	env Gene Products, Human Immunodeficiency Virus				diagnostic|response	HIV-1	HIV-1	AIDS Vaccines	Humans	HEK293 Cells	HEK293 Cells	34731616	Recognition of N-linked glycan at residue N276 (glycan276) at the periphery of the CD4-binding site (CD4bs) on the HIV-envelope trimer is a formidable challenge for many CD4bs-directed antibodies.
aberrantly glycosylated IgA1	unaltered level	Immunoglobulin A		Immunoglobulin A				diagnostic	IgA nephropathy	Glomerulonephritis, IGA		Humans	renal disease		34794047	Novel biomarkers, including the aberrantly glycosylated IgA1 and glycan-specific antibodies, could be useful in the diagnosis of IgAN.
glycan cap	loss of structure	EboGP		BST2 protein, human				diagnostic|monitoring	Ebola virus	Ebolavirus		Humans	Cell Line	Cell Line	26516900	Additionally, we find that a glycoprotein construct, which mimics the cathepsin-activated species by proteolytic removal of the EboGP glycan cap and mucin domains, is unable to counteract tetherin.
disialotetrasaccharides NeuNAc alpha 2----3Gal beta 1----3(NeuNAc alpha 2----6)Gal-NAc-Ser/Thr	decreased level	leukosialin		Leukosialin	alpha 2----6 sialyltransferase			diagnostic	Lymphocyte Activation	Lymphocyte Activation		Humans	T-Lymphocytes	Humans	2971663	The activation of human T-lymphocytes by anti-CD3 antibodies and interleukin-2 results in a marked increase in apparent molecular weight of the major cell-surface sialoglycoprotein.
NeuNAc alpha 2----3Gal beta 1----3(NeuNAc alpha 2----3Gal beta 1----4GlcNAc beta 1----6)GalNAc-Ser/Thr	increased level	leukosialin		Leukosialin	beta 1----6GlcNAc-transferase			diagnostic	Lymphocyte Activation	Lymphocyte Activation		Humans	T-Lymphocytes	Humans	2971663	The radical shift in the biosynthetic pathway of O-glycans in activated T-lymphocytes compared to resting cells is apparently caused by a decrease of alpha 2----6 sialyltransferase activity and by the parallel dramatic stimulation of the beta 1----6GlcNAc-transferase.
glycosylphosphatidylinositol (GPI)	unaltered level	carbonic anhydrase IV	CA4	Carbonic Anhydrases				diagnostic	cardiomyopathy			humans	cardiomyocytes	Myocardium	10749731	We conclude that in human hearts CA IV is associated with the endothelium, whereas most of the CA in myocytes is not identical with one of the known CA isozymes.
alpha-galactose	decreased level	alpha-1,2-fucosyltransferase	FUT2	alpha-galactosyl epitope	alpha-1,2-fucosyltransferase	FUT2	alpha-galactosyl epitope	diagnostic|prognostic	xenotransplantation	Tissue Transplantation	transfection of human alpha-1,2-fucosyltransferase cDNA	Swine	porcine endothelial cell line	Cell Line	9287311	Expression of human alpha-1, 2-fucosyltransferase in pigs has been proposed as a strategy for reducing the expression level of the alpha-galactose epitope, thereby rendering the pig organs more suitable for transplantation into humans.
Fucosylated multi-antennary glycopeptide markers	increased level	Glycoproteins		Glycoproteins				diagnostic|prognostic	Epithelial ovarian cancer	Carcinoma, Ovarian Epithelial		Humans	serum	Humans	38658783	Fucosylated multi-antennary glycopeptide markers were higher in late-stage than in early-stage EOC.
glycosylated precursors	decreased level	non-smoky glycosyltransferase1	NSGT1	Plant Proteins	glycosyltransferase		Glycosyltransferases	diagnostic|predictive	smoky aroma			Solanum lycopersicum	tomato fruit	Fruit	23956261	Expression of NSGT1 is induced during fruit ripening, and the encoded enzyme converts the cleavable diglycosides of the smoky-related phenylpropanoid volatiles into noncleavable triglycosides, thereby preventing their deglycosylation and release from tomato fruit upon tissue disruption.
N-linked glycosylation	increased level	gp180erbB-3	erbB-3	Epidermal Growth Factor Receptor|ErbB Receptors|Receptor, ErbB-3				diagnostic|prognostic	Breast Neoplasms	Breast Neoplasms		Humans	human mammary tumor cell lines	Tumor Cells, Cultured	8464905	These findings combined with the detection of constitutive tyrosine phosphorylation of gp180erbB-3 in 4 of 12 human mammary tumor cell lines implicate the activated erbB-3 product in the pathogenesis of some human malignancies.
Fucalpha1-->2Fucalpha1-->3GlcNAc	increased level	Fucosyltransferases		Fucosyltransferases				diagnostic	schistosomiasis	Schistosomatidae		Ducks	cercariae	Ducks	9499387	These fucosylated glycans are highly antigenic and seem to play a role in the pathology of schistosomiasis.
N-glycan	increased level	N-glycoproteins		Glycoproteins				diagnostic|monitoring|predictive|prognostic|response|risk	pancreatic cancer	Pancreatic Neoplasms		Humans	pancreatic cancer tissues	Pancreatic Neoplasms	33835347	52 differentially expressed intact N-glycopeptides (DEGPs) were found in pancreatic cancer tussues relative to control, where 38 up-regulated and 14 down-regulated, respectively.
H antigen	decreased level	LAMP-1	LAMP1	Lysosomal Membrane Proteins	alpha1,2-fucosyltransferase	FUT1	Fucosyltransferases	diagnostic				Chinese hamster	CHO cells	CHO Cells	8999907	Fucosylation of the polylactosamine sequences on complex-type N-glycans in CHO(alpha1, 2)FT cells caused a decrease in both sialylation and length of polylactosamine.
sialoglycoproteins	increased level	CDCP1 protein, human	CDCP1	CDCP1 protein, human				diagnostic|prognostic	Prostatic Neoplasms	Prostatic Neoplasms		Humans	Cell Line, Tumor	Cell Line, Tumor	21447706	We have combined glycan metabolic labeling with mass spectrometry analysis to identify and characterize metastasis-associated cell surface sialoglycoproteins.
hCG	decreased level	human chorionic gonadotropin		Chorionic Gonadotropin	sialyltransferase-1|fucosyltransferase-1	ST6GAL1	Fucosyltransferases|Sialyltransferases	diagnostic|prognostic	trisomy 21	Down Syndrome		Humans	trophoblasts	Trophoblasts	14764788	In T21 cultured trophoblasts, transcripts of sialyltransferase-1 and fucosyltransferase-1 were abnormally high.
glycosylation	increased level	MGAT1	MGAT1	Biomarkers				predictive	pancreatic ductal adenocarcinoma	Carcinoma, Pancreatic Ductal	immunotherapy	Humans	tumor samples	Cell Line, Tumor	39156890	In PDAC tumor samples, the glycosylation level of macrophages was significantly higher than that of normal samples.
Lutheran (Lu), basal cell adhesion molecule (B-CAM)	decreased level	Lutheran/B-CAM	BCAM	BCAM protein, human				diagnostic|prognostic	Hepatocellular carcinoma	Carcinoma, Hepatocellular	resection of the tumor	Mice|Humans	plasma	Humans|Mice	25051049	the soluble Lu/B-CAM in plasma of HCC patients was significantly decreased after resection of the tumor.
N-Acetyllactosamine	unaltered level	Immunoglobulin G		Immunoglobulin G	N-Acetyllactosamine Synthase		N-Acetyllactosamine Synthase	diagnostic	Arthritis, Rheumatoid	Arthritis, Rheumatoid		Humans	B-Lymphocytes	B-Lymphocytes	9385687	Influence of non HLA factors in rheumatoid arthritis: role of enzyme abnormalities in joint destruction.
CD13 Antigens	decreased level	aminopeptidase N	CD13	CD13 Antigens				response			Ezetimibe	Humans	Caco-2 Cells	Caco-2 Cells	15494415	Preincubation of confluent CaCo-2 cells with Ezetimibe led to a strong decrease of fluorescent APN staining with a monoclonal antibody in the plasma membrane.
	unaltered level	anti-CD154 mAb		hu5C8|muMR1				response	systemic lupus erythematosus	Lupus Erythematosus, Systemic	anti-CD154 mAb	Macaca fascicularis|Mice	renal and islet allotransplantation|humoral responses	Kidney Transplantation|Islets of Langerhans Transplantation	15466914	an aglycosyl, chimeric MR1 mAb (muMR1) prolonged survival and inhibited pathogenic auto-antibody production in a murine model of SLE.
	unaltered level	anti-CD154 mAb		hu5C8|muMR1				response	idiopathic thrombocytopenia		anti-CD154 mAb	Macaca fascicularis|Mice	renal and islet allotransplantation|humoral responses	Kidney Transplantation|Islets of Langerhans Transplantation	15466914	Clinical benefit was also demonstrated in systemic lupus erythematosus (SLE) and idiopathic thrombocytopenia patients with the humanized anti-CD154 mAb, 5C8 (hu5C8).
SIV envelope	loss of structure	SIV envelope protein		SIV envelope protein gp110				diagnostic	Simian Immunodeficiency Virus	Simian Immunodeficiency Virus		Macaca	sera	Macaca	7511176	Finally, we show that deglycosylation of the SIV envelope results in a molecule which binds neither soluble CD4 nor the neutralizing monoclonal antibodies being investigated here and does not elicit sera with a significant neutralizing titer.
N-glycosylation	decreased level	HIV Envelope Protein gp120	gp120	CD4 Antigens|HIV Envelope Protein gp120				diagnostic|predictive	Acquired Immunodeficiency Syndrome	Acquired Immunodeficiency Syndrome		human	MT-2 cells	Cells, Cultured	2082620	These results suggest that the attached carbohydrates around the CD4-binding site of gp120, may contribute to the generation of this protein domain required for high affinity receptor interaction.
M2BPGi	increased level	Mac-2-binding protein		Membrane Glycoproteins				predictive|prognostic	Hepatocellular carcinoma	Carcinoma, Hepatocellular	antiviral therapy	Humans	serum		31574141	A higher M2BPGi level at VR significantly predicted HCC (hazard ratio [HR]: 1.58, 95% confidence interval [CI]: 1.19-2.10, P=0.002) and death (HR: 2.17, 95% CI: 1.02-4.62, P=0.044).
M2BPGi	increased level	Mac-2-binding protein		Membrane Glycoproteins				predictive|prognostic	death		antiviral therapy	Humans	serum		31574141	A higher M2BPGi level at VR significantly predicted HCC (hazard ratio [HR]: 1.58, 95% confidence interval [CI]: 1.19-2.10, P=0.002) and death (HR: 2.17, 95% CI: 1.02-4.62, P=0.044).
MUC4	unaltered level	MUC4 protein, human	MUC4	MUC4 protein, human|Mucin-4|Mucins				prognostic	colorectal cancer	Colorectal Neoplasms		Humans	blood	Humans	31091244	Our data suggest that genetic variation especially in the transmembrane mucin gene MUC4 may play a role in the survival of CRC and further studies are warranted.
fucosylated leukocyte PSGL-1	increased level	P-selectin glycoprotein ligand	PSGL-1	P-selectin ligand protein	alpha-(1,3) fucosyltransferase	Fuc-TVII	fucosyltransferases	diagnostic|monitoring	Human granulocytic ehrlichiosis	Ehrlichia	Monoclonal antibodies against the P-selectin binding domain	Humans	Granulocytes	Granulocytes	10834846	Thus, the HGE bacterium specifically bound to fucosylated leukocyte PSGL-1.
O-linked, sialated glycan	unaltered level	CH-F42		Antibodies, Monoclonal|Antigens, CD7|Antigens, Differentiation, T-Lymphocyte|Biomarkers, Tumor				diagnostic	Sézary syndrome	Sezary Syndrome		Humans	peripheral blood T lymphocytes	Cells, Cultured|Humans	1698478	The antigen was expressed on circulating malignant cells in Sézary syndrome (four of four cases) and adult T-cell lymphoma-leukemia (ATLL) (four of six cases) and negative in a variety of other hematologic malignancies tested.
O-linked, sialated glycan	unaltered level	CH-F42		Antibodies, Monoclonal|Antigens, CD7|Antigens, Differentiation, T-Lymphocyte|Biomarkers, Tumor				diagnostic	adult T-cell lymphoma-leukemia	Leukemia-Lymphoma, Adult T-Cell		Humans	peripheral blood T lymphocytes	Cells, Cultured|Humans	1698478	The antigen was expressed on circulating malignant cells in Sézary syndrome (four of four cases) and adult T-cell lymphoma-leukemia (ATLL) (four of six cases) and negative in a variety of other hematologic malignancies tested.
fucosylated	increased level	serum paraoxonase 1	PON1	Aryldialkylphosphatase				diagnostic	hepatocellular carcinoma	Carcinoma, Hepatocellular		Humans	serum	Humans	22751611	The data indicated that the glycan differences of serum PON1 might serve as potential glycan biomarkers for distinguishing early HCC from LC patients.
sialylated	increased level	serum paraoxonase 1	PON1	Aryldialkylphosphatase				diagnostic	hepatocellular carcinoma	Carcinoma, Hepatocellular		Humans	serum	Humans	22751611	The data indicated that the glycan differences of serum PON1 might serve as potential glycan biomarkers for distinguishing early HCC from LC patients.
glycans	unaltered level	macrosialin	CD68	CD68 protein, mouse								Rats	Kupffer Cells	Kupffer Cells	9065757	No effect on the extent of interaction with oxLDL was noticed, suggesting that glycans are not essential for ligand recognition.
