glycan_entity	glycan_entity_change	glycoprotein_entity_name	glycoprotein_gene_name	glycoprotein_mapped	glycoenzyme_entity_name	glycoenzyme_gene_name	glycoenzyme_mapped	biomarker_role	disease_name	disease_mapped	medical_intervention	organism	specimen_type	specimen_mapped	pmid	sentence_in_abstract
Galectin-1	increased level			Galectin 1				predictive	gastric cancer	Stomach Neoplasms	angiostatic therapy	Humans	cancer-associated fibroblasts	Cancer-Associated Fibroblasts	26323258	Galectin-1, an evolutionarily conserved glycan-binding protein with angiogenic potential, was recently identified as being overexpressed in cancer-associated fibroblasts (CAFs) of gastric cancer.
N-linked glycan	altered level	UG21 gp140		gp140 envelope protein, Human immunodeficiency virus 1					HIV	HIV-1		Chinese hamster	CHO cells	CHO Cells	16447052	Despite the possession of a different N-linked glycan profile, UG21 gp140 from S- media shows very similar CD4 and Mab binding characteristics to S+ UG21 gp140.
mannose-6-phosphate	altered level				Mannose-6-Phosphate Isomerase		Mannose-6-Phosphate Isomerase	predictive	cancer	Neoplasms	mannose administration	mice	tumour	Cell Line, Tumor	30464341	Finally we show that susceptibility to mannose is dependent on the levels of phosphomannose isomerase (PMI).
selectin ligand	decreased level				FT-IV		FUT4 protein, human		dermal eosinophilia			Mice	skin	Skin	16127157	FT-IV deficiency yielded a significant decrease in eosinophil recruitment to the skin.
selectin ligand	decreased level				FT-VII		FUT7 protein, human		dermal eosinophilia			Mice	skin	Skin	16127157	Likewise, deficiency of FT-VII also yielded a decrease in eosinophil recruitment.
glycan biosynthesis and metabolism	increased level							diagnostic	Alzheimer's disease	Alzheimer Disease		Humans	Feces	Feces	31063846	Moreover, the KEGG results showed the increased modules related to glycan biosynthesis and metabolism in AD and aMCI patients and decreased pathways related to immune system in AD patients.
glycan biosynthesis and metabolism	increased level							diagnostic	amnestic mild cognitive impairment	Amnesia		Humans	Feces	Feces	31063846	Moreover, the KEGG results showed the increased modules related to glycan biosynthesis and metabolism in AD and aMCI patients and decreased pathways related to immune system in AD patients.
Lactosylceramide	acquisition of structure								neutrophil dysfunction			Humans	Neutrophils	Neutrophils	18041581	D-HL-60 cells loaded with C24:0 or C24:1-LacCer acquired LacCer-mediated migrating and superoxide-generating abilities, and allowed Lyn coimmunoprecipitation by anti-LacCer antibody.
Lactosylceramide	loss of structure								neutrophil dysfunction			Humans	HL-60 Cells	HL-60 Cells	18041581	Neutrophilic differentiated HL-60 cells (D-HL-60 cells) express almost the same amount of LacCer as neutrophils.
V1V2 glycan-dependent epitopes	altered level	HIV Envelope Protein gp120		HIV Envelope Protein gp120					HIV-1	HIV-1		Humans	HIV-1 virions		24884783	In contrast, bNAbs to V1V2 glycan-dependent epitopes bound preferentially (PG9 and PG16) or exclusively (PGT145) to trimers.
glycan	acquisition of structure	envelope glycoprotein		Viral Envelope Proteins					HIV-1 infection	HIV Infections|HIV-1		Humans	plasma		25631091	Initial escape mutations, including the addition of a key glycan, occurred in loop D and were associated with impaired viral replication; however, compensatory mutations restored full replicative fitness.
fucose containing structures such as blood group ABO antigens and Lewis-type epitopes	increased level	MUC5AC		Mucins				diagnostic	mucinous benign adenomas			Humans	ovarian cyst fluids	Cyst Fluid	26075384	The obtained data showed that serous and mucinous benign adenomas, mucinous low malignant potential carcinomas (LMPs, borderline) and mucinous low-grade carcinomas have a high level of blood groups and Lewis type epitopes.
fucose containing structures such as blood group ABO antigens and Lewis-type epitopes	increased level	MUC5AC		Mucins				diagnostic	mucinous low malignant potential carcinomas (LMPs, borderline)			Humans	ovarian cyst fluids	Cyst Fluid	26075384	The obtained data showed that serous and mucinous benign adenomas, mucinous low malignant potential carcinomas (LMPs, borderline) and mucinous low-grade carcinomas have a high level of blood groups and Lewis type epitopes.
fucose containing structures such as blood group ABO antigens and Lewis-type epitopes	increased level	MUC5AC		Mucins				diagnostic	mucinous low-grade carcinomas			Humans	ovarian cyst fluids	Cyst Fluid	26075384	The obtained data showed that serous and mucinous benign adenomas, mucinous low malignant potential carcinomas (LMPs, borderline) and mucinous low-grade carcinomas have a high level of blood groups and Lewis type epitopes.
fucose containing structures such as blood group ABO antigens and Lewis-type epitopes	decreased level	MUC5AC		Mucins				diagnostic	high-grade mucinous carcinomas			Humans	ovarian cyst fluids	Cyst Fluid	26075384	In contrast, this type of fucosylated structures were low abundant in the high-grade mucinous carcinomas or in serous carcinomas.
fucose containing structures such as blood group ABO antigens and Lewis-type epitopes	decreased level	MUC5AC		Mucins				diagnostic	serous carcinomas	Cystadenocarcinoma, Serous		Humans	ovarian cyst fluids	Cyst Fluid	26075384	In contrast, this type of fucosylated structures were low abundant in the high-grade mucinous carcinomas or in serous carcinomas.
N-glycans	altered level							response	hepatocarcinogenesis	Liver Neoplasms	ArtinM	Rats	phagocytic cells		27815471	ArtinM is a d-mannose-binding lectin found in the seeds of Artocarpus heterophyllus (jackfruit) that interacts with N-glycans, that is associated with receptors on the surface of phagocytic cells and induces the production of inflammatory mediators.
Galectin-1	increased level							prognostic	colorectal cancer	Colorectal Neoplasms		human	colorectal adenocarcinoma	Adenocarcinoma	34006646	Finally, bioinformatic analysis of a colorectal adenocarcinoma from The Cancer Genome Atlas dataset revealed a particular signature characterized by high CD8+ Treg score and elevated Gal-1 expression, which delineates poor prognosis in human CRC.
sialyl-LeA (SLeA) antigens	unaltered level	SL-GP		Glycoproteins					colorectal cancer	Colorectal Neoplasms		Humans	ascites fluid	Ascites	9076523	Novel glycoproteins carrying sialyl-LeA (SLeA) antigens (SL-GP) were isolated from ascites fluid from a patient with colorectal cancer by immunoaffinity chromatography.
galectin-9	increased level								chronic HCV	Hepatitis C		Humans	serum|liver|Kupffer cells	|Kupffer Cells	20209097	Here, we demonstrate that galectin-9, the natural ligand for the T cell immunoglobulin domain and mucin domain protein 3 (Tim-3), circulates at very high levels in the serum and its hepatic expression (particularly on Kupffer cells) is significantly increased in patients with chronic HCV as compared to normal controls.
glycosylphosphatidylinositol (GPI)-linked molecules	decreased level	CD55|CD59		CD55 Antigens|CD59 Antigens				monitoring	paroxysmal nocturnal hemoglobinuria	Hemoglobinuria, Paroxysmal		Humans	platelets	Blood Platelets	8885138	In this study we measured two glycosylphosphatidylinositol (GPI)-linked molecules on platelets (CD55 and CD59) and two GPI-linked proteins on neutrophils (CD14 and CD16), comparing their expression on normal and PNH patients.
glycosylphosphatidylinositol (GPI)-linked molecules	decreased level	CD14|CD16		Antigens, CD				monitoring	paroxysmal nocturnal hemoglobinuria	Hemoglobinuria, Paroxysmal		Humans	neutrophils	Leukocytes	8885138	In this study we measured two glycosylphosphatidylinositol (GPI)-linked molecules on platelets (CD55 and CD59) and two GPI-linked proteins on neutrophils (CD14 and CD16), comparing their expression on normal and PNH patients.
sialyl-Tn	altered level							predictive	muscle-invasive bladder cancer	Urinary Bladder Neoplasms		Humans	circulating tumor cells	Neoplastic Cells, Circulating	28911924	To evaluate the potential of sialyl-Tn (STn), a cancer-associated glycan antigen present in membrane glycoproteins, to improve a recent molecular model for stratification and prognostication of advanced stage bladder tumors based on keratins (KRT14, 5, and 20) expression.
sialyl-Tn	altered level							predictive	metastasis			Humans	circulating tumor cells	Neoplastic Cells, Circulating	28911924	In addition, determine the association between STn and disease dissemination based on the evaluation of circulating tumor cells (CTCs) and the metastasis, which is a critical matter to improve patient management.
alpha-L-fucose	decreased level	CD44|CD15		Hyaluronan Receptors|Lewis X Antigen	alpha-L-fucosidase		alpha-L-Fucosidase	response	breast cancer	Breast Neoplasms	alpha-L-fucosidase treatment	human	breast cancer cell lines	Cell Line, Tumor	18553163	We first verified the effectiveness of the alpha-L-fase to specifically decrease the level of alpha-L-f on the cell surface of several human breast cancer cell lines and also examined the recovery time for these cells to repopulate their surfaces.
fucosylated biantennary sugar chain	increased level	alpha-fetoprotein		alpha-Fetoproteins				diagnostic	hepatocellular carcinoma	Carcinoma, Hepatocellular		Humans	serum		10355508	Lens culinaris agglutinin-reactive species of AFP, AAT and TF in HCC were significantly higher than those in liver cirrhosis.
fucosylated biantennary sugar chain	increased level	alpha-1-antitrypsin		alpha 1-Antitrypsin				diagnostic	hepatocellular carcinoma	Carcinoma, Hepatocellular		Humans	serum		10355508	Lens culinaris agglutinin-reactive species of AFP, AAT and TF in HCC were significantly higher than those in liver cirrhosis.
fucosylated biantennary sugar chain	increased level	transferrin		Transferrin				diagnostic	hepatocellular carcinoma	Carcinoma, Hepatocellular		Humans	serum		10355508	Lens culinaris agglutinin-reactive species of AFP, AAT and TF in HCC were significantly higher than those in liver cirrhosis.
N-acetylneuraminyl|alpha-galactosyl|beta-galactosyl|N-acetylhexosaminyl sugars	loss of structure	Lactoferrin		Lactoferrin								Rat	hepatocytes	Liver	9204884	Exoglycosidases were used to remove terminally-exposed N-acetylneuraminyl, alpha- and beta-galactosyl, and N-acetylhexosaminyl sugars from human and bovine Lf glycans, and lectin blotting confirmed that glycosidase-treated Lfs lacked detectable terminal galactosyl sugars.
L-selectin ligand carbohydrates	increased ratio	MAdCAM-1		MADCAM1 protein, human	GlcNAc6ST-1		Sulfotransferases	diagnostic	ulcerative colitis	Colitis, Ulcerative		Humans	colonic mucosa		19067429	UC disease activity is not regulated by expression of MAdCAM-1 protein itself, but rather by GlcNAc6ST-1-mediated decoration of MAdCAM-1 protein with L-selectin ligand carbohydrates.
anti-chitobioside carbohydrate antibodies	unaltered level							diagnostic|monitoring	inflammatory bowel disease	Colitis, Ulcerative|Crohn Disease		Humans	serum		28661185	Baseline anti-Saccharomyces cerevisiae antibodies (ASCA), anti-chitobioside carbohydrate antibodies (ACCA), anti-laminaribioside carbohydrate antibodies (ALCA) and anti-mannobioside carbohydrate antibodies (AMCA) were measured with enzyme-linked immunosorbent assays and perinuclear anti-neutrophilic cytoplasmic antibodies (pANCA) was measured by indirect immunofluorescence in serum of 120 untreated IBD patients at diagnosis and 19 healthy controls.
anti-laminaribioside carbohydrate antibodies	unaltered level							diagnostic|monitoring	inflammatory bowel disease	Colitis, Ulcerative|Crohn Disease		Humans	serum		28661185	Baseline anti-Saccharomyces cerevisiae antibodies (ASCA), anti-chitobioside carbohydrate antibodies (ACCA), anti-laminaribioside carbohydrate antibodies (ALCA) and anti-mannobioside carbohydrate antibodies (AMCA) were measured with enzyme-linked immunosorbent assays and perinuclear anti-neutrophilic cytoplasmic antibodies (pANCA) was measured by indirect immunofluorescence in serum of 120 untreated IBD patients at diagnosis and 19 healthy controls.
anti-mannobioside carbohydrate antibodies	unaltered level							diagnostic|monitoring	inflammatory bowel disease	Colitis, Ulcerative|Crohn Disease		Humans	serum		28661185	Baseline anti-Saccharomyces cerevisiae antibodies (ASCA), anti-chitobioside carbohydrate antibodies (ACCA), anti-laminaribioside carbohydrate antibodies (ALCA) and anti-mannobioside carbohydrate antibodies (AMCA) were measured with enzyme-linked immunosorbent assays and perinuclear anti-neutrophilic cytoplasmic antibodies (pANCA) was measured by indirect immunofluorescence in serum of 120 untreated IBD patients at diagnosis and 19 healthy controls.
sialyl Lewis X	undetermined	P-selectin glycoprotein ligand 1		Membrane Glycoproteins|P-selectin ligand protein					diseases associated with chemoattractants and their receptors		antiinflammatory compound	Staphylococcus aureus	leukocyte	Leukocyte Rolling|Neutrophils	18941109	Recently, we showed that SSL5 binds to P-selectin glycoprotein ligand 1 dependently of sialyl Lewis X and inhibits P-selectin-dependent neutrophil rolling.
glycosaminoglycan	undetermined								diseases associated with chemoattractants and their receptors		antiinflammatory compound	Staphylococcus aureus	leukocyte	Leukocyte Rolling|Neutrophils	18941109	Furthermore, SSL5 increased binding of chemokines to cells independent of chemokine receptors through their common glycosaminoglycan-binding site.
complex N-glycans	altered level				α-mannosidase I		alpha-Mannosidase		T-cell activation	Lymphocyte Activation		human|murine	naive CD4(+) T cells	CD4-Positive T-Lymphocytes	21577142	Thus, complex N-glycans generated by enzymes such as α-mannosidase I inhibit the activation of naive T cells.
CA19.9	unaltered level	5B1		CA-19-9 Antigen				diagnostic	pancreatic cancer	Pancreatic Neoplasms		Human	BxPC3|MIAPaCa-2|Suit-2	Cell Line, Tumor|Cell Line, Tumor|Cell Line, Tumor	26668398	We report the development of PET, NIRF, and dual-modal (PET/NIRF) imaging agents, using 5B1, a fully human monoclonal antibody that targets CA19.9, a well-established pancreatic cancer biomarker.
galectin-1	decreased level			Galectin 1				prognostic|response	glioblastoma	Glioma	dendritic cell (DC)-based immunotherapy	mouse	glioma microenvironment	Brain Neoplasms	23929302	We demonstrated that the absence of tumor-derived but not of host-derived galectin-1 significantly prolonged the survival of glioma-bearing mice as such and in combination with dendritic cell (DC)-based immunotherapy.
